source	name	metadata	method	ingredients	cooklang
data/bronze/bonmot/barbs-candied-orange-peel.cook.source	barbs-candied-orange-peel.cook		Put in cold water and bring to boil then simmer .Repeat 3 to 5 times. This makes the peel less bitter. The cold water keeps it from getting mushy. .If you use big pieces, cook until tender the last time, maybe . .Drain the last time; .slice if not alrady sliced. .Make a syrup with the sugar and water and cook slowly until pot is almost dry. This can take	3 or 4  oranges,1 cup  sugar,1/2 cup  water,1 cup  sugar	"Take peel off @oranges{3 or 4}, to make 2 cups of peel; either cut into strips now or before putting into syrup. 

Put in cold water and bring to boil then simmer ~{ten minutes}.
Repeat 3 to 5 times. This makes the peel less bitter. The cold water keeps it from getting mushy. 
If you use big pieces, cook until tender the last time, maybe ~{30 minutes}. 

Drain the last time; 
slice if not alrady sliced. 
Make a syrup with the @sugar{1 cup} and @water{1/2 cup} and cook slowly until pot is almost dry. This can take ~{hours}, or should, as the syrup is replacing all the water in the cooked peel. 

Leave overnight in syrup residue, (or not) warm up, roll in @sugar{1 cup}. 
Let dry on a rack as long as it takes to get it the way you want it. An hour, overnight, two days. It varies."
data/bronze/bonmot/bacon-wrapped-wieners.cook.source	bacon-wrapped-wieners.cook		Line a . X 12 lasagna pan with foil and spray with cooking oil..Cut wieners in four, cut bacon in 3.Wrap bacon around weiner, secure with . and put in the pan.Sprinkle each with a lot of brown sugar to make a sweet sauce, or just like 1/2 tsp on top of each one..Bake at for ½ hour, checking from time to time..Serve hot	some  cooking oil,7-8  wieners,10-11 slices  bacon,about 1 c  brown sugar	"Preheat oven to 350°
Line a #8 X 12 lasagna pan{} with foil and spray with @cooking oil{}.
Cut @wieners{7-8} in four, cut @bacon{10-11 slices} in 3
Wrap bacon around weiner, secure with #toothpicks{about 30} and put in the pan
Sprinkle each with a lot of @brown sugar{about 1 c} to make a sweet sauce, or just like 1/2 tsp on top of each one.
Bake at for ½ hour, checking from time to time.
Serve hot."
data/bronze/bonmot/seoul-chicken.cook.source	seoul-chicken.cook		Beat egg white until frothy, beat in cornstarch, add chicken and toss to coat. Let sit .Add ginger, garlic, dried chili pepper flakes to . or blender and chop into match-head sizes. Add white vinegar, soy sauce, honey & sesame oil & blend for a fraction of a second..Mix flour and pepper in a . bowl..Heat the peanut oil in . over high heat. Dredge small batches of chicken the flour mixture and deep fry, turning and breaking up any blobs with the . shovel. Each batch will be	"12 oz  chicken meat,1  egg white,2 tbl  cornstarch,1""  ginger,6 cloves  garlic,2 tbl  dried chili pepper flakes,2 tbl  white vinegar,3 tbl  soy sauce,2 tbl  honey,1/2 tsp  sesame oil,1 c  flour,1 tbl  pepper,2 tbl  peanut oil"	"Cut up @chicken meat{12 oz} into random bite size pieces
Beat @egg white{1} until frothy, beat in @cornstarch{2 tbl}, add chicken and toss to coat. Let sit ~{15 minutes}.
Add @ginger{1""}, @garlic{6 cloves}, @dried chili pepper flakes{2 tbl} to #Cuisinart or blender{} and chop into match-head sizes. Add @white vinegar{2 tbl}, @soy sauce{3 tbl}, @honey{2 tbl} & @sesame oil{1/2 tsp} & blend for a fraction of a second.
Mix @flour{1 c} and @pepper{1 tbl} in a #small bowl{}.
Heat the @peanut oil{2 tbl} in #wok{} over high heat. Dredge small batches of chicken the flour mixture and deep fry, turning and breaking up any blobs with the #wok shovel{}. Each batch will be ~{2-3 minutes}, until it's very lightly browned.
Drain off all but a teaspoon of oil, and add all the chicken and the sauce mixture and heat on high ~{until sauce is slightly thickened}."
data/bronze/bonmot/ganbiansijidou.cook.source	ganbiansijidou.cook		over medium high heat. Fry the beans in one layer (requires two batches). They're done once they appear wrinkled and slightly scorched, after about 5 minutes. Use a . to remove the beans and set aside..Turn off the heat and scoop the oil out of the pan, except for 1 tbsp. Turn the heat to low, and add the sichuan peppercorns, ginger, garlic and dried red chilies. Stir-fry for about 1 minute, until fragrant..Next, add in the ground pork or chicken and turn up the heat to high. Stir-fry quickly to break up the pork until the meat is browned slightly..Add in the fried green beans, Shao Hsing wine, light soy sauce, dark soy sauce, and sugar. Toss everything well, and add salt. Serve hot with steamed white rice and other dishes	500 gr // top & bottom removed, halved green beans,¼ cup // or sunflower oil  vegetable oil,2 tsp  sichuan peppercorns,1 tsp // minced  ginger,3 cloves // minced  garlic,3 // deseeded and sliced  dried red chilies,125 gr // or vegetarian alternative  ground pork or chicken,1 tbsp  Shao Hsing wine,1 tbsp  light soy sauce,¼ tsp  dark soy sauce,¼ tsp  sugar,to taste  salt	"Wash the @green beans{500%gr // top & bottom removed, halved} and pat them dry with a kitchen towel. Heat @vegetable oil{¼ cup // or sunflower oil} in a #wok over medium high heat. Fry the beans in one layer (requires two batches). They're done once they appear wrinkled and slightly scorched, after about 5 minutes. Use a #strainer to remove the beans and set aside.

Turn off the heat and scoop the oil out of the pan, except for 1 tbsp. Turn the heat to low, and add the @sichuan peppercorns{2 tsp}, @ginger{1 tsp // minced}, @garlic{3 cloves // minced} and @dried red chilies{3 // deseeded and sliced}. Stir-fry for about 1 minute, until fragrant.

Next, add in the @ground pork or chicken{125 gr // or vegetarian alternative} and turn up the heat to high. Stir-fry quickly to break up the pork until the meat is browned slightly.

Add in the fried green beans, @Shao Hsing wine{1 tbsp}, @light soy sauce{1 tbsp}, @dark soy sauce{¼ tsp}, and @sugar{¼ tsp}. Toss everything well, and add @salt{to taste}. Serve hot with steamed white rice and other dishes."
data/bronze/bonmot/four-cent-bread-mikmag.cook.source	four-cent-bread-mikmag.cook		cast iron pan medium to low heat..Crack an egg into a . measuring cup and add water up to 11/2 cup..mix egg and water good till egg is all conformed..pour liquid in the dry flour, knead just enough to get it formed, then slap in a greased pan for	3 cups  flour,3 round tsp  baking powder,1 round tsp  salt	"mix up @flour{3 cups}, @baking powder{3 round tsp} and @salt{1 round tsp} well while heating #10"" cast iron pan{} medium to low heat.

Crack an egg into a #2-cup measuring cup{} and add water up to 11/2 cup.
mix egg and water good till egg is all conformed.

pour liquid in the dry flour, knead just enough to get it formed, then slap in a greased pan for ~{6 mins} then flip over for ~{5-6 mins}"
data/bronze/bonmot/monkey-bread.cook.source	monkey-bread.cook		Grease one . or 10 inch tube/Bundt pan..Mix white sugar and ground cinnamon in a . bag. .Cut 3, 12oz pkgs into quarters. .Shake 6 to 8 biscuit pieces in the sugar cinnamon mix and arrange in the bottom of the prepared pan. .Continue until all biscuits are coated and placed in pan. .If using chopped walnuts and raisins, cranberries, or chopped apple, arrange them in and among the biscuit pieces as you go along..In a . saucepan, melt the margarine with the brown sugar over medium heat. Boil for	1 c  white sugar,2 tsp  ground cinnamon,refrigerated biscuit dough  3, 12oz pkgs,some  chopped walnuts,1/2 c  raisins, cranberries, or chopped apple,1/2 c  margarine,1 c  brown sugar	"Preheat oven to 350&deg;F (175&deg;C). 
Grease one #9 or 10 inch tube/Bundt{} pan.
Mix @white sugar{1 c} and @ground cinnamon{2 tsp} in a #plastic bag{}. 
Cut @3, 12oz pkgs{refrigerated biscuit dough} into quarters. 
Shake 6 to 8 biscuit pieces in the sugar cinnamon mix and arrange in the bottom of the prepared pan. 
Continue until all biscuits are coated and placed in pan. 
If using @chopped walnuts{} and @raisins, cranberries, or chopped apple{1/2 c}, arrange them in and among the biscuit pieces as you go along.
In a #small saucepan{}, melt the @margarine{1/2 c} with the @brown sugar{1 c} over medium heat. Boil for ~{1 minute}. Pour over the biscuits.
Bake for ~{35 minutes}. Let bread cool in pan for ~{10 minutes}, then turn out onto a plate.
Do not cut! The bread just pulls apart."
data/bronze/bonmot/english-muffins_250g.cook.source	english-muffins_250g.cook		Add flour, sugar, raisins, and cinnamon to your sourdough pot and beat well with e.g. a teaspoon for a minute or so. This is the only kneading this dough will get..After the muffins come out of the oven, re-oil/grease your . muffin rings and where they sit on a . baking sheet with Pam, oil or butter..Scoop out the starter mix in 3 equal blobs into the rings. They don't have to be flat or even. Leave a half teaspoon of starter in the pot: just don't scrape it out thoroughly..Cover the rings with . (you can use the same piece for months) and let sit at room temperature until tomorrow..Half-refresh the starter: add 1/2 c water + 1/16 tsp salt to the teaspoon-tablespoon of starter left in the pot. Shake and scrape down the sides to get all of the starter into the water. Cover until tomorrow	3/4 c  flour,1 tbl  sugar,2 tbl  raisins,1/8 tsp  cinnamon,some  Pam, oil or butter	"Each day: No need to preheat the oven. Put the raised muffins in, set it to 400°F and set the timer for 22 minutes (your times may vary of course.) Then while it's baking: 
Add @flour{3/4 c}, @sugar{1 tbl}, @raisins{2 tbl}, and @cinnamon{1/8 tsp} to your sourdough pot and beat well with e.g. a teaspoon for a minute or so. This is the only kneading this dough will get.
After the muffins come out of the oven, re-oil/grease your #english muffin rings{3} and where they sit on a #tiny baking sheet{} with @Pam, oil or butter{}.
Scoop out the starter mix in 3 equal blobs into the rings. They don't have to be flat or even. Leave a half teaspoon of starter in the pot: just don't scrape it out thoroughly.
Cover the rings with #Saran{} (you can use the same piece for months) and let sit at room temperature until tomorrow.
Half-refresh the starter: add 1/2 c water + 1/16 tsp salt to the teaspoon-tablespoon of starter left in the pot. Shake and scrape down the sides to get all of the starter into the water. Cover until tomorrow."
data/bronze/bonmot/bologna-mac-cups.cook.source	bologna-mac-cups.cook		Squish bologna into . pan to make cup shapes and bake	some  bologna,some  Mac & Cheese,some  ketchup	"Preheat oven to 350
Squish @bologna{} into #muffin pan{} to make cup shapes and bake ~{until browned}
While it's cooking, cook some @Mac & Cheese{}
Cool, fill & garnish with a dab of @ketchup{}"
data/bronze/bonmot/peanut-sauce.cook.source	peanut-sauce.cook		processor and chop fine..Add rest of ingredients except water and process to a thick paste. .Add more or less water to get the consistency you want for the sauce	"1""  ginger,2 cloves  garlic,2 tbl  water"	"Put @ginger{1""} and @garlic{2 cloves} into the #food processor{} and chop fine.
Add rest of ingredients except @water{2 tbl} and process to a thick paste. 
Add more or less water to get the consistency you want for the sauce."
data/bronze/bonmot/dragon-berry-jelly-tarts.cook.source	dragon-berry-jelly-tarts.cook		mixer.  Add eggs and cream	1 c  sugar,11/3 c  margarine,2 large  eggs,6 tbl  water,1/2 tsp  vanilla extract,4 c  flour,11/2 c  jam	"Cream together @sugar{1 c} and @margarine{11/3 c} with a #hand mixer{}.  Add @eggs{2 large} and cream ~{until smooth}. Stir in @water{6 tbl} and @vanilla extract{1/2 tsp}. Add @flour{4 c}, mixing until dough forms a ball. Wrap in plastic and refrigerate for ~{a few hours}.
Heat oven to 375°F. Line #baking sheets{} with #parchment paper{}.
Pinch off walnut-sized pieces of dough and roll into a ball.
Press ball flat between two small pieces of parchment paper and transfer to the prepared baking sheets, spacing about an inch apart.
Place about 1 teaspoon of @jam{11/2 c} in the center of each circle of dough.
Pinch to form a 3-cornered hat.
Bake about 15 minutes or until just starting to brown.
Using a thin spatula, carefully remove the cookies to a wire rack to cool completely.
Store in a tightly covered container."
data/bronze/bonmot/maple-chicken-curry-penne.cook.source	maple-chicken-curry-penne.cook		Cook some chicken breasts. Charbroiled is best, but searing them in a . pan if it is too cold to fire up the BBQ will also work.  You can do this the day before. Let them cool down before slicing them, they will cut better.  Don't overcook the chicken.  More importantly do not undercook it (it needs to reach an internal temp of 170 farenheit). If you do not already have a meat thermometer, go buy one, it will quickly become the most important thing in your kitchen after your fridge and a corkscrew.  .Slice up some sweet red peppers. Also slice up some red onion. Do not substitute white onions or Spanish onions. This can also be done a day ahead of time. Wash some baby spinach. And dry it. If you do not have a . spinner, patting it with paper towel will work..Have a . of boiling water ready to go to cook your pasta, ideally it finishes cooking the same time everything else does. Don’t overcook the pasta..Heat up the sauté pan with canola oil. Make sure it gets hot, when you add the first ingredients it should sizzle. Sauté peppers and onions for a couple of minutes, you do not need to cook them to death. Season with salt and pepper..Add the chicken, continue sautéing for a couple more minutes. .Add the curry paste and deglaze with chicken stock & maple syrup. .Add the spinach, then the cream and reduce for a couple of minutes. .Drain the pasta, put in the bowls, put the sauce on top, salt and pepper to taste	2 cup dry  penne pasta,200g  chicken breasts,1/2 cup  sweet red peppers,half  red onion,1 cup  baby spinach,2 tbl  canola oil,some  salt and pepper,2 tbl  curry paste,1/4 cup, oxo is fine  chicken stock,3 tbl  maple syrup,6 oz  cream	"Make some @penne pasta{2 cup dry}. You can buy pasta, but making it is better, and you can tell your guests how much time you spent doing it. This too can be done a day ahead of time. It is not as hard as you think, but make sure you use good semolina flour.
Cook some @chicken breasts{200g}. Charbroiled is best, but searing them in a #sauté pan{} if it is too cold to fire up the BBQ will also work.  You can do this the day before. Let them cool down before slicing them, they will cut better.  Don't overcook the chicken.  More importantly do not undercook it (it needs to reach an internal temp of 170 farenheit). If you do not already have a meat thermometer, go buy one, it will quickly become the most important thing in your kitchen after your fridge and a corkscrew.  


Slice up some @sweet red peppers{1/2 cup}. Also slice up some @red onion{half}. Do not substitute white onions or Spanish onions. This can also be done a day ahead of time. Wash some @baby spinach{1 cup}. And dry it. If you do not have a #salad spinner{}, patting it with paper towel will work.

Have a #pot{} of boiling water ready to go to cook your pasta, ideally it finishes cooking the same time everything else does. Don’t overcook the pasta.

Heat up the sauté pan with @canola oil{2 tbl}. Make sure it gets hot, when you add the first ingredients it should sizzle. Sauté peppers and onions for a couple of minutes, you do not need to cook them to death. Season with @salt and pepper{}.

Add the chicken, continue sautéing for a couple more minutes. 
Add the @curry paste{2 tbl} and deglaze with @chicken stock{1/4 cup, oxo is fine} & @maple syrup{3 tbl}. 
Add the spinach, then the @cream{6 oz} and reduce for a couple of minutes. 
Drain the pasta, put in the bowls, put the sauce on top, salt and pepper to taste."
data/bronze/bonmot/Fritters_250.cook.source	Fritters_250.cook		on medium heat and add butter to melt it..Core apple but do not peel and slice thinly..In a . size bowl, whisk egg until foamy then whisk in sugar/sweetener, vanilla, baking soda and melted butter. Stir in about half the flour..Stir the rest of the flour into your starter pot..Add the starter; do not scrape out the pot, leave maybe 1/2 tsp..Whisk batter until thoroughly blended. Add apple and stir until coated..Ladle into the skillet. Cook about	2 tbl butter,1  apple,1  egg,2 tbl sugar/sweetener,0.25 tsp vanilla,1/8 tsp  baking soda,1/4 c  flour,some  starter	"Put the #skillet{} on medium heat and add @butter{2%tbl} to melt it.
Core @apple{1} but do not peel and slice thinly.
In a #medium size bowl{}, whisk @egg{1} until foamy then whisk in @sugar/sweetener{2%tbl}, @vanilla{1/4%tsp}, @baking soda{1/8 tsp} and melted butter. Stir in about half the @flour{1/4 c}.
Stir the rest of the flour into your @starter{} pot.
Add the starter; do not scrape out the pot, leave maybe 1/2 tsp.
Whisk batter until thoroughly blended. Add apple and stir until coated.
Ladle into the skillet. Cook about ~{4%minutes} or until the bottom is browned OR until holes come through to the top and do not close up. Flip and cook for maybe another 3 minutes.
While the pancakes are cooking, refresh your starter for tomorrow."
data/bronze/bonmot/teriyaki-sauce.cook.source	teriyaki-sauce.cook		pan and heat on high until they start to change to golden brown, just	"1/2 tsp  sesame seeds,about 1""  ginger,some  garlic"	"Put @sesame seeds{1/2 tsp} into a #frying pan{} and heat on high until they start to change to golden brown, just ~{2-3 minutes}. While they toast:
Finely mince @ginger{about 1""} and @garlic {2 cloves} in #food processor{}.
Add @the acid (see pullout){2 tbl}, @molasses{1 tbl}, @soy sauce{1/4 c}, @honey{1 tbl} and a small amount of the @water{1 c} so it continues to chop finer.
Add remaining water, @Splenda{1/2 c}, @cornstarch{2 tbl}, and @sesame oil{1/4 tsp} and process or pulse so the sides wash down.
Pour into #microwavable bowl or saucepan{} and cook until clear and thickened.
Mix in toasted sesame seeds."
data/bronze/bonmot/generic-stir-fry-order.cook.source	generic-stir-fry-order.cook		"bowl for marinating: soy sauce, sesame oil (yes, that's a lot), sherry, chili paste or sauce, cracked peppercorns, sugar, and salt.Cut up meat and marinate..Get someone to prep & cut required vegetables: ginger, onions, garlic, mung bean sprouts / bok choi /  bottom 2"" of head of romaine, hot chilis... and ""Optional vegetables"".Start the rice.Precook hard vegetables by blanching or steaming..Set . on high for remainder of cooking..Heat a couple tbl of stirfry oil in the wok until it starts to smoke.Transfer meat from marinade into wok, reserving the marinade .Fry meat until seared - starting to brown. Lift meat out of oil and set aside..Add another tbl of oil and cook ""the aromatics"": ginger for a while, then onions, then garlic until fragrant, maybe 3-4 minutes..Add the raw vegetables to the wok, in reverse cooking time order. Cook to ""al dente"" - still a bit crunchy..Add the cooked and frozen vegetables, toss and heat through..Add the meat, toss and heat through.Whisk cornstarch and a half cup of water into the marinade, add to the wok and toss until it's bubbling..Put rice into eating bowls & serve stirfry on top with optional: sesame seeds, sliced green onion and more soya sauce"	"2 tbl  soy sauce,1 tbl  sesame oil,3 tbl  sherry,1 tbl  chili paste or sauce,3/4 tsp  peppercorns,3/4 tsp  sugar,1/4 tsp  salt,some  ginger,some  onions,some  garlic,some  mung bean sprouts / bok choi /  bottom 2"" of head of romaine,some  hot chilis,3 tbl  stirfry oil,1 tbl  cornstarch,some  sesame seeds,some  green onion"	"Early in the day: stir together in a #small bowl{} for marinating: @soy sauce{2 tbl}, @sesame oil{1 tbl} (yes, that's a lot), @sherry{3 tbl}, @chili paste or sauce{1 tbl}, cracked @peppercorns{3/4 tsp}, @sugar{3/4 tsp}, and @salt{1/4 tsp}
Cut up meat and marinate.

Get someone to prep & cut required vegetables: @ginger{}, @onions{}, @garlic{}, @mung bean sprouts / bok choi /  bottom 2"" of head of romaine{}, @hot chilis{}... and ""Optional vegetables""
Start the rice
Precook hard vegetables by blanching or steaming.
Set #wok{} on high for remainder of cooking.
Heat a couple tbl of @stirfry oil{3 tbl} in the wok until it starts to smoke
Transfer meat from marinade into wok, reserving the marinade 
Fry meat until seared - starting to brown. Lift meat out of oil and set aside.
Add another tbl of oil and cook ""the aromatics"": ginger for a while, then onions, then garlic until fragrant, maybe 3-4 minutes.
Add the raw vegetables to the wok, in reverse cooking time order. Cook to ""al dente"" - still a bit crunchy.
Add the cooked and frozen vegetables, toss and heat through.
Add the meat, toss and heat through
Whisk @cornstarch{1 tbl} and a half cup of water into the marinade, add to the wok and toss until it's bubbling.
Put rice into eating bowls & serve stirfry on top with optional: @sesame seeds{}, sliced @green onion{} and more soya sauce."
data/bronze/bonmot/ghost-pepper-jelly.cook.source	ghost-pepper-jelly.cook		jars and lids in a . of simmering water..Cut up and remove the seeds from the ghost peppers and red bell peppers (or orange or yellow or a combination)..Fire the peppers + 1c apple cider vinegar into a . processor or blender and puree everything..Bring the other 1c of vinegar to a boil in a large . Once boiling, add the sugar followed by the vinegar/pepper puree..Boil, whisking constantly, over medium-high heat for	3  ghost peppers,3  red bell peppers (or orange or yellow or a combination),2 cups  apple cider vinegar,6 cups  sugar,1 package  liquid pectin	"Clean and sterilize #mason jars{} and lids in a #pot{} of simmering water.
Cut up and remove the seeds from the @ghost peppers{3} and @red bell peppers (or orange or yellow or a combination){3}.
Fire the peppers + 1c @apple cider vinegar{2 cups} into a #food processor or blender{} and puree everything.
Bring the other 1c of vinegar to a boil in a large #saucepan{}. Once boiling, add the @sugar{6 cups} followed by the vinegar/pepper puree.
Boil, whisking constantly, over medium-high heat for ~{10 minutes}, or until the temperature reaches 220F. This stuff loves to foam up and boil over, be careful. And your eyes will water, use plenty of ventilation.
Add the @liquid pectin{1 package}  and boil/whisk for ~{another minute}.
Remove from heat and skim off the foam from the top.
While it’s still hot, pour the jelly into sterilized mason jars through a funnel, leaving about ½ inch room at the top. Tighten lids fingertip tight.
Let the jars sit undisturbed ~{overnight} to cool and set."
data/bronze/bonmot/quick-tomato-soup.cook.source	quick-tomato-soup.cook		microwavable measuring cup or bowl and cook in . for about	1  onion,2 cloves  garlic,4 tbl  butter,3 leafs  bay,1 28-oz can, any kind  tomatoes,1 tbl  oregano,3 cubes  oxo,2 c  water,1 c  cream	"Chop @onion{1} in eigths, peel @garlic{2 cloves} and put those, @butter{4 tbl} and @bay{3 leafs} in a #10-c microwavable measuring cup or bowl{} and cook in #microwave{} for about ~{6 minutes} until onion is well wilted.
Fish out bay, put cooked onions & garlic in #Cuisinart{} and puree. 
Add the @tomatoes{1 28-oz can, any kind}, their canning liquid, @oregano{1 tbl}, @oxo{3 cubes} and puree. 
Add @water{2 c} and microwave to close to boiling - maybe 7 minutes.
Stir in @cream{1 c} and reheat - maybe 2 minutes. Serve."
data/bronze/bonmot/mushroom_soup_hungarian.cook.source	mushroom_soup_hungarian.cook		soup pot, add chopped onions and sliced mushrooms and cook until soft, about .Add the chicken broth, wine, dill, fresh thyme, paprika and low sodium soy sauce. Scrape the browning off the bottom of the pot with the spoon / deglaze. Simmer for about	6 tbl  butter,2  onions,32 oz  mushrooms,4 c  chicken broth,1 c  wine,3 tsp  dill,3 tsp chopped  fresh thyme,4 tsp  paprika,4 tbl  low sodium soy sauce,2 c  half'n'half or milk,5 tbl  flour,1/2 c  sour cream,4 tbl  lemon juice,some  salt,some  pepper	"Melt the @butter{6 tbl}, in a #large soup pot{}, add chopped @onions{2} and sliced @mushrooms{32 oz} and cook until soft, about ~{15 minutes}.
Add the @chicken broth{4 c}, @wine{1 c}, @dill{3 tsp}, @fresh thyme{3 tsp chopped}, @paprika{4 tsp} and @low sodium soy sauce{4 tbl}. Scrape the browning off the bottom of the pot with the spoon / deglaze. Simmer for about ~{10 minutes} to reduce it a bit.
In a #small bowl{}, #whisk{} the @half'n'half or milk{2 c} and @flour{5 tbl} until smooth. Whisk the mixture into the soup and cook about ~{10 minutes}.
Reduce the heat and add the @sour cream{1/2 c} and @lemon juice{4 tbl}. Season with @salt{} and @pepper{}, to taste. 
Heat through."
data/bronze/bonmot/bagels.cook.source	bagels.cook		"Soften yeast in water.  .Add yeast, milk, flour, butter, salt, and sugar to . bowl.Process to make a ball of dough that cleans the walls of the bowl and knead until smooth and satiny.  Monitor temperature with your hand on the bowl; if it gets too hot you will kill the yeast and the dough won't rise, so take it out and knead by hand.  If it's too dry, add a teaspoon of milk; if it's too sticky, add a tablespoon of flour until it's right. .Transfer to a . bowl and let rise in a warm place until doubled in bulk, . .Punch down, divide in 12, cover the pieces.  .Knead each piece in your hand to make a smooth-surfaced ball; push your thumb through the middle to make a hole, and roll it in your hand to stretch out to a ring about 5"" across.  .Cover the dough again and let rest . .In the meantime, bring a . pot with about 4"" of water to the boil; add the teaspoon of salt or a couple tablespoons of honey or sugar..Preheat oven to 425°F.Put as many pieces of dough in the pot as will float without overlapping at a time and boil gently for"	1 c  milk,1 tbl/pkg  yeast,¼ cup  water,3 3/4 c  flour,¼ c  butter,1 tsp  salt,1 tbl  sugar,1 tsp  salt,about 2 tablespoons  honey or sugar	"Scald @milk{1 c} and allow to cool to likewarm or cold.
Soften @yeast{1 tbl/pkg} in @water{¼ cup}.  
Add yeast, milk, @flour{3 3/4 c}, @butter{¼ c}, @salt{1 tsp}, and @sugar{1 tbl} to #Cuisinart{} bowl
Process to make a ball of dough that cleans the walls of the bowl and knead until smooth and satiny.  Monitor temperature with your hand on the bowl; if it gets too hot you will kill the yeast and the dough won't rise, so take it out and knead by hand.  If it's too dry, add a teaspoon of milk; if it's too sticky, add a tablespoon of flour until it's right. 
Transfer to a #big bowl{} and let rise in a warm place until doubled in bulk, ~{about 1 hour}. 
Punch down, divide in 12, cover the pieces.  
Knead each piece in your hand to make a smooth-surfaced ball; push your thumb through the middle to make a hole, and roll it in your hand to stretch out to a ring about 5"" across.  
Cover the dough again and let rest ~{15 minutes}. 
In the meantime, bring a #large pot{} with about 4"" of water to the boil; add the teaspoon of @salt{1 tsp} or a couple tablespoons of @honey or sugar{about 2 tablespoons}.
Preheat oven to 425°F
Put as many pieces of dough in the pot as will float without overlapping at a time and boil gently for ~{2 minutes} each, and place between tea towels to remove excess water.  Bagels will have a pockmarked look.
Grease and cornmeal a cookie sheet. Transfer the bagels to it and bake for ~{20 - 25 minutes}."
data/bronze/bonmot/winter-risotto.cook.source	winter-risotto.cook		Combine vegetable broth in a . pot. Cover and bring to a gentle boil over medium heat..While broth comes to a boil, peel and mince/grate the garlic, roughly chop the baby spinach, thinly slice the mushrooms, and chop the onion..Heat a . non-stick pan over medium heat. When hot, add the butter, onion, leeks, and mushrooms. Season with salt. Cook, stirring occasionally, until softened (2-3 mins)..Add arborio rice, garlic, and vinegar. Cook, stirring constantly until fragrant .Add 1 cup broth from the medium pot to the pan with rice. Stir .Continue adding broth 1 cup at a time, stirring regularly, until liquid is absorbed, the texture is creamy and the rice is tender .While risotto cooks, add tomatoes and oil to a . paper	20.5 cups vegetable broth,2 cloves garlic,1 cup baby spinach,1 cup mushrooms,0.5 cup onion,3 tbsp butter,0.5 cup leeks,0.75 cup arborio rice,1 tbsp vinegar,0.5 lb tomatoes,1 tbsp oil	"Preheat oven to 450°F

Combine @vegetable broth{41/2%cups} in a #medium pot{}. Cover and bring to a gentle boil over medium heat.

While broth comes to a boil, peel and mince/grate the @garlic{2%cloves}, roughly chop the @baby spinach{1%cup}, thinly slice the @mushrooms{1%cup}, and chop the @onion{1/2%cup}.

Heat a #large non-stick pan{} over medium heat. When hot, add the @butter{3%tbsp}, onion, @leeks{1/2%cup}, and mushrooms. Season with salt. Cook, stirring occasionally, until softened (2-3 mins).

Add @arborio rice{3/4%cup}, garlic, and @vinegar{1%tbsp}. Cook, stirring constantly until fragrant ~{1-2 min}.

Add 1 cup broth from the medium pot to the pan with rice. Stir ~{until broth has been absorbed by rice}.

Continue adding broth 1 cup at a time, stirring regularly, until liquid is absorbed, the texture is creamy and the rice is tender ~{28-30 mins}.

While risotto cooks, add @tomatoes{1/2%lb} and @oil{1%tbsp} to a #parchment paper{}}-lined #baking sheet{}. Season with @salt and pepper{}, then toss to coat.

Roast on the middle rack of the oven until tomatoes start to burst ~{10-11 mins}.

When the last cup of broth has been absorbed and rice is tender and creamy, add @Parmesan cheese{1/4%cup} and spinach to risotto. Stir until spinach wilts ~{3-4 mins}.

Stir in roasted tomatoes. Divide risotto between bowls. Sprinkle @walnuts{1/4%cup} over top."
data/bronze/bonmot/oatcakes.cook.source	oatcakes.cook		"If the butter isn't soft / at room temperature, nuke it 10 seconds at a time until it is..Dissolve baking soda in hot water (add a little more water if needed)..With your hands, I don't think you can do it with a machine or spoon, combine oatmeal, flour, brown sugar with butter..Add baking soda & water mix, with your hands mix and mold into a ball in the bowl..Press it out onto an ungreased . sheet. Roll it with a . pin or a glass or can to get the thickness even. I make mine 1/4"" thick, some people like 'em thicker.  Or you can cut them in rounds or any shape with a glass, tin can or cookie cutter..If you haven't cut them in shapes already, score to 2-3"" squares, rectangles or diamonds. You'll use these lines for clean cuts after baking..Bake for"	1/2 c  butter,1/4 tsp  baking soda,1/2 c  hot water,3 c  oatmeal,1 c  flour,1/2 c  brown sugar	"Preheat oven to 400 degrees
If the @butter{1/2 c} isn't soft / at room temperature, nuke it 10 seconds at a time until it is.
Dissolve @baking soda{1/4 tsp} in @hot water{1/2 c} (add a little more water if needed).
With your hands, I don't think you can do it with a machine or spoon, combine @oatmeal{3 c}, @flour{1 c}, @brown sugar{1/2 c} with butter.
Add baking soda & water mix, with your hands mix and mold into a ball in the bowl.
Press it out onto an ungreased #baking sheet{}. Roll it with a #rolling pin{} or a glass or can to get the thickness even. I make mine 1/4"" thick, some people like 'em thicker.  Or you can cut them in rounds or any shape with a glass, tin can or cookie cutter.
If you haven't cut them in shapes already, score to 2-3"" squares, rectangles or diamonds. You'll use these lines for clean cuts after baking.
Bake for ~{12-15 minutes} until they are golden brown. They should be crisp and crunchy, not chewy.
Separate the along the score lines with a thin knife and place on a rack to cool."
